3964,"Colinas del Tamanaco",57214
3965,"Coracrevi",57214
3966,"Cumbres de Curumo",57214
3967,"El Cafetal",57214
3968,"El Peñón",57214
3969,"El Placer",57214
3971,"Guaicay",57214
3973,"La Trinidad",57214
3974,"La Vizcaya",57214
3975,"La Bonita",57214
3976,"Las Lomas",57214
3977,"Las Mercedes",57214
3978,"Las Mesetas",57214
3979,"Las Minas",57214
3980,"Lomas de  Las Mercedes",57214
3982,"Lomas de Santa Marta",57214
3983,"Lomas del Club Hípico",57214
3984,"Lomas del Mirador",57214
3985,"Los Campitos",57214
3986,"Los Guayabitos",57214
3987,"Los Naranjos",57214
3989,"Monte Elena",57214
3990,"Monterrey",57214
3991,"Parque Humboldt",57214
3992,"Paseo Las Mercedes",57214
3993,"Piedra Azul",57214
3994,"Prados Del Este",57214
3995,"San Luis",57214
3996,"San Román",57214
3997,"Santa Ana",57214
3999,"Santa Fe Norte y Sur",57214
4000,"Santa Inés",57214
4001,"Santa Paula",57214
4002,"Santa Rosa De Lima",57214
4003,"Santa Sofia",57214
4005,"Los Naranjos de Las Mercedes",57214
4006,"Sorocaima",57214
4007,"Terraza Del Club Hípico",57214
4008,"Valle Arriba",57214
4015,"Chacao",57481
4016,"El Pedregal",57481
4018,"El Rosal",57481
4019,"La Castellana",57481
4020,"La Floresta",57481
4021,"Los Palos Grandes",57481
4022,"Mis Encantos",57481
4024,"El Hatillo",57157
4026,"La Boyera",57157
4028,"La Esmeralda",57157
4029,"La Lagunita Country Club",57157
4030,"La Unión",57157
4031,"Las Marías",57157
4032,"Los Geranios",57157
4033,"Oripoto
",57157
4034,"Monte Cristo",57238
4044,"Colinas de La California",57238
4045,"Colinas de Los Ruices",57238
4046,"Colinas de Turumo",57238
4048,"El Dorado",57238
4049,"El Llanito",57238
4050,"El Marqués",57238
4053,"Horizonte",57238
4054,"La Carlota",57238
4055,"La Estancia",57238
4056,"La Urbina",57238
4058,"Los Chorros",57238
4059,"Los Cortijos de Lourdes",57238
4060,"Los Dos Caminos",57238
4061,"Los Ruices",57238
4062,"Macaracuay",57238
4063,"Mampote",57238
4065,"Monte Cristo",57238
4066,"Palo Verde",57238
4068,"Paulo VI",57238
4070,"Santa Cecilia",57238
4071,"Santa Maria",57238
4072,"Sebucan",57238
4073,"Terrazas Del Ávila",57238
4074,"Turumo",57238
4081,"La Floresta",57555
4085,"Zona Industrial",57555
4086,"Santa Lucia",57009
4087,"Maracaibo",57009
4088,"Sector Falcon",57009
4089,"Sector 5 de Julio",57009
4094,"Mañongo",57313
4095,"Prebo",57313
4096,"Santa Cecilia",57313
4099,"Los Chaguaramos",57517
4100,"El Castaño",57517
4102,"Los Leones",57384
4106,"Lecherias",57556
4107,"El Morro",57556
4108,"Casco Puerto La Cruz",57556
4110,"Casco Anaco",57311
4112,"Campo Baroid",57311
4117,"Terrazas del Caroni",57360
4118,"Villa Betania",57360
4119,"Chilemex",57360
4120,"Alta Vista",57360
4121,"Vista Hermosa",57193
4124,"La Paragua",57193
4125,"Sucre",56766
4151,"Antolin del Campo",57044
4152,"Paraguachi",57044
4153,"La Fuente",57044
4154,"La Mira",57044
4157,"Prolongacion Juan Griego",57056
4160,"Altos Las Minas",56631
4161,"Colinas de Carrizal",56631
4167,"Los Cerritos",56631
4171,"Altos del Pozo",57390
4183,"Hacienda El Ingenio de Cruz",57558
4190,"HaciendaTiquire Flores",57558
4192,"La Victoria",57558
4197,"Cecilio Acosta",57009
4198,"Sector  Las Mercedes",57009
4199,"Irama",57009
4200,"El Doral",57009
4201,"C.R. La Paragua",57009
4202,"Las Delicias",57009
4204,"Virginia",57009
4206,"Sector El Portal",57009
4207,"Sector Las delicias",57009
4208,"Sector El Paraiso",57009
4209,"Sector Sears",57009
4210,"Sector Plaza Indio Mara",57009
4211,"Sector Belloso",57009
4213,"Sector Grano de Oro",57009
4214,"Sector  Basilica",57009
4216,"Sector  Padilla",57009
4217,"Sector  Paseo Ciencias",57009
4218,"Sector  Santa Rita",57009
4219,"Sector  Universidad",57009
4222,"Juana de Avila",57009
4223,"Canaima",57009
4224,"San Jacinto",57009
4225,"Lago Mar Beach Loma Linda",57009
4226,"Viento Norte",57009
4228,"Mara Norte",57009
4229,"Villa delicias",57009
4230,"Monte Bello",57009
4231,"La Virginia",57009
4233,"El Pilar",57009
4234,"Bella Vista",57009
4235,"Sector Las Mercedes",57009
4236,"Sector Tierra Negra",57009
4237,"Sector Cotorrera",57009
4238,"Sector Don Bosco",57009
4239,"Sector La Lago",57009
4240,"Creole",57009
4241,"La Estrella",57009
4242,"Villa Hermosa",57009
4245,"Colonia Bella Vista",57009
4246,"El Pilarcito",57009
4247,"Canta Claro",57009
4249,"Sector.C.C.Costa Verde",57009
4250,"Sector C.Acosta",57009
4253,"Sector San Martin",57009
4254,"Sector Delicias",57009
4255,"Sector Los Caribes",57009
4262,"Sector El Milagro",57009
4265,"Sector Circulo Miltar",57009
4268,"Sector Plaza Republica",57009
4269,"Sector Santa Rita",57009
4270,"El Prado",57009
4271,"La Floresta",57009
4272,"La Rosaleda",57009
4273,"La Rotaria",57009
4275,"La Puente",56667
4276,"Los Cortijos",56667
4278,"Garcia (El Valle)",57058
4279,"Francisco Fajardo",57058
4280,"Carretera Porlamar",57058
4282,"Cruz del Pastel",57058
4283,"Luisa C. de Arismendi",57058
4285,"Casco Villa Rosa",57058
4287,"Macho Muerto",57058
4288,"San Antonio",57058
4291,"Villa Juana",57058
4292,"La Isleta",57058
4296,"Via La Asuncion",57058
4298,"Maneiro",57054
4299,"Casco Pampatar",57054
4301,"Mundo Nuevo Sur",57054
4302,"La Caranta",57054
4306,"Guacuco",57054
4307,"Agua Vaca",57054
4310,"El Pilar",57054
4317,"Loma Casas del Sol",57054
4327,"Santa Rosa",57477
4328,"Las Isletas",57477
4329,"El Tejar Norte",57477
4332,"Casacoima",57477
4373,"Valle Seco",57563
4374,"Rancho Grande",57563
4398,"San Rafael de Carvajal",56931
4426,"Costa Azul",57054
4427,"Playa Moreno",57054
4428,"4 de Mayo",57058
4429,"Colinas del Neveri",57269
4430,"Vista Hermosa-Vista Linda",57269
4431,"La Fundacion",57269
4432,"La Colina",57269
4433,"Zona Industrial",57215
4434,"Nueva Casarapa",57215
4435,"Ciudad Casarapa",57215
4437,"Tacarigua de Mamporal",57084
4438,"Las Martinez",57084
4441,"Manzanares",57214
4442,"Alto Prado",57214
4443,"Lomas de Prados del Este",57214
4445,"Mirador de Los Campitos",57214
4446,"Lomas de Los Campitos",57214
4469,"La California Sur",57238
4470,"La California Norte",57238
4474,"Lomas de La lagunita",57157
4475,"Caicaguana",57157
4476,"Bosque La Lagunita",57157
4477,"La Union",57157
4478,"Las Marias",57157
4480,"Los Pomelos",57157
4481,"Los Pinos",57157
4482,"Cigarral",57157
4483,"Solares del Hatillo",57157
4484,"Lomas del Sol",57157
4485,"Solares del Carmen",57157
4489,"La Cima",57157
4492,"Gavilan",57157
4494,"Los Naranjos",57157
4495,"La Guardia",57046
4496,"Lomas de La Trinidad",57214
4497,"Los Naranjos del Cafetal",57214
4498,"Las Esmeraldas",57214
4499,"La Tahona",57214
4501,"La Candelaria",57467
4505,"Altamira",57481
4506,"Santa Eduvigis",57238
4507,"Los Samanes",57214
4511,"Maturín",57238
4515,"Los Olivos",57009
4516,"Sector Bellas Artes",57009
4517,"Boleita Sur",57238
4518,"Boleita Norte",57238
4521,"Los Olivos",57009
4522,"Zapara",57009
4523,"Doral Norte",57009
4524,"Doral Sur",57009
4525,"Sector Fuerzas Armadas",57009
4526,"Sector Bancomara",57009
4527,"Las Lomas",57009
4528,"La Victoria",57009
4529,"Cantaclaro",57009
4530,"Las Mercedes",57009
4531,"Ciudadela Faria",57009
4533,"El Jasmin",57009
4535,"Isla Dorada",57009
4536,"La Limpia",57009
4537,"Miranda",57238
4539,"Playa El Angel",57054
4540,"Jorge Coll",57054
4541,"Costa Azul",57058
4542,"Trigal Centro",57313
4543,"Trigal Norte",57313
4544,"Trigal Sur",57313
4545,"La Trigaleña",57313
4546,"Las Chimeneas",57313
4547,"El Parral",57313
4548,"Valles de Camoruco",57313
4549,"Sabana Larga",57313
4550,"Los Mangos",57313
4551,"El Bosque",57313
4554,"Colinas de Guataparo",57313
4556,"Prebo III",57313
4557,"La Viña",57313
4559,"Carabobo",57313
4563,"Los Nisperos",57313
4566,"La  Alameda",57214
4567,"Lomas de La Alameda",57214
4568,"Chulavista",57214
4569,"Lecumberry",57110
4571,"Los Olivos",57360
4572,"Villa Africana",57360
4574,"Villa Asia",57360
4577,"Los Saltos",57360
4578,"Los Mangos",57360
4581,"Villa Antillana",57360
4582,"Villa Granada",57360
4583,"Villa Brasil",57360
4584,"Campo A",57360
4585,"Campo B",57360
4588,"Puerto Ordáz Centro",57360
4589,"Caronoco Bay",57360
4590,"Villa Alianza",57360
4592,"Cerro Verde",57157
4593,"Sucre",57009
4594,"Sector Valle Claro",57009
4595,"Sector Valle Frío",57009
4596,"Tanaguarena",56932
4599,"Villa Icabarú",57360
4600,"Unare I",57360
4601,"Unare II",57360
4603,"Matanzas I",57360
4605,"Los Pinos",57360
4606,"U.D. 321    ",57360
4609,"Rio Negro",57360
4610,"Rio Aro",57360
4611,"Villa Latina",57360
4613,"Las Garzas",57360
4614,"Lomas del Caroní",57360
4615,"Castillito",57360
4616,"Santa Lucia",57044
4617,"Paso Real",57647
4618,"Mata Linda",57647
4620,"Centro",57647
4622,"La Morita I",57110
4624,"Country Club",57481
4625,"Santa Teresa",57467
4626,"Caricuao",57467
4628,"El Bosque",57481
4629,"El Junquito",57467
4632,"Las Islas",57215
4633,"Las Acacias",57467
4634,"Campo Alegre",57481
4637,"Alto Hatillo",57157
4639,"Parque El Retiro",57390
4641,"Paraparal ",57394
4642,"Guaparo",57313
4643,"Vivienda Rural de Barbula ",57363
4652,"Petare",57238
4653,"Colinas de Bello Monte",57467
4655,"Sabaneta ",57009
4656,"Cumbres de Maracaibo ",57009
4657,"Veritas ",57009
4658,"Rosal Sur ",57009
4659,"Santa Fe ",57009
4660,"Sector Canchancha ",57009
4661,"Santa Marta",57214
4665,"La Coromoto",57009
4666,"San Martín",57467
4667,"Montalbán I",57467
4668,"Montalbán II",57467
4669,"Montalbán III",57467
4670,"Juan Pablo II",57467
4671,"San Juan",57467
4672,"Altos del Halcón",57157
4673,"Ciudad Jardin Mañongo",57313
4676,"Kerdel",57313
4677,"Lomas del Este",57313
4680,"Agua Blanca",57313
4689,"Monteserino",57313
4690,"Playa Grande",56934
4691,"La Atlantida",56934
4692,"Marapa Marina",56934
4693,"Arrecife",56934
4694,"Puerto Viejo",56934
4695,"Terrazas de Guaicoco",57238
4697,"Boca de Aroa",57414
4699,"Araguita",57414
4716,"Sanare",57414
4720,"Ciudad Flamingo",57352
4721,"Chcichiriviche",57352
4723,"Playa sur",57352
4725,"Costa Azul",57058
4726,"Dumar Country Club",57058
4727,"Av. 4 de Mayo",57058
4728,"Av. Santiago Mariño",57058
4729,"Bella Vista",57058
4730,"El Morro",57058
4731,"La Arboleda",57058
4732,"Sabanamar",57058
4733,"Centro",57058
4734,"Los Cocos",57058
4735,"Terranova",57058
4736,"Luisa Cáceres de Arismendi",57058
4737,"El Poblado",57058
4740,"Conejeros",57058
4741,"Macho Muerto",57058
4742,"Llano Adentro ( San Rafael)",57058
4744,"Playa Moreno",57058
4745,"Genovés",57058
4746,"Achipano",57058
4748,"El Calvario",57215
4749,"La Vaquera",57215
4750,"Terrazas del Este",57215
4751,"Castillejo",57111
4752,"Valle Arriba",57111
4753,"El Ingenio",57111
4755,"Las Rosas",57111
4757,"Carimao",57238
4759,"Camoruco",57313
4762,"El Recreo",57313
4765,"Majay",57313
4769,"San José de Tarbes",57313
4770,"Lomas del Avila",57238
4771,"La Pastora",57467
4773,"Caurimare",57214
4775,"Monte Claro",57214
4776,"Lomas de Monte Claro",57214
4778,"Paratepuy",57360
4779,"Baruta",57214
4780,"Hoyo de La Puerta",57214
4782,"Altagracia",57467
4784,"El Limón",57517
4785,"San Isidro",57517
4786,"El Centro",57517
4788,"Base Aragua",57517
4790,"La Soledad",57517
4792,"San Jacinto",57517
4797,"El Hiprodomo",57517
4799,"El Bosque",57517
4801,"Bario Sucre",57517
4808,"Zona Centro",57517
4814,"Guataparo Arriba",57313
4816,"Club Campestre Paraiso",57468
4817,"Villas de La Lagunita",57157
4829,"Parque Caiza",57238
4830,"El Valle",57467
4832,"Caraballeda",56932
4833,"Caribe",56932
4843,"Antímano",57467
4844,"Catedral",57467
4845,"El Marques",57111
4846,"El Refugio",57111
4847,"Villa Heroica",57111
4848,"Parque Alto",57111
4849,"Colinas de La Lagunita",57157
4850,"Loma Linda",57157
4851,"Amparo",56970
4852,"Las 50",56970
4853,"Las 40",56970
4854,"Delicias",56970
4856,"Miraflores",56970
4857,"Buena Vista",56970
4858,"Concordia",56970
4861,"Campo Elias",56970
4863,"La Rosa",56970
4866,"Casco Central",56970
4867,"Corredor Vial la H",56970
4869,"Corredor vial Intercomunal",56970
4870,"Corredor vial Andres Bello",56970
4872,"Las Delicias",57517
4876,"Los Caobos",57517
4877,"23 de Enero",57517
4881,"Bello Campo",57481
4882,"Filas de Mariche",57238
4884,"Santa Rosalía",57467
4888,"Aves del Paraiso",56667
4889,"Bella Vista",56667
4894,"Brisas del Orinoco",56667
4901,"El Saman",56667
4902,"Fundemos",56667
4903,"Juanico",56667
4907,"La Cruz",56667
4908,"La Floresta",56667
4913,"La Macarena",56667
4914,"Laguna Paraiso",56667
4916,"Las Carolinas",56667
4929,"Sector Centro",56667
4933,"Valle de Luna",56667
4934,"Villa Morichal",56667
4937,"La Vega",57467
4938,"El Caimito",57360
4943,"San Isidro",56931
4946,"San Rafael",57009
4947,"Sector Amparo",57009
4949,"Sector La Macandona",57009
4950,"Fundación Mendoza",57009
4951,"Sector Alto de Jalisco",57009
4952,"La Pastora",57009
4954,"Los Parques",57548
4955,"Villa Colombia",57360
4956,"Cumboto Norte",57563
4959,"Ciudad Alianza",57555
4960,"Tazajal",57313
4961,"Los Apamates ",57146
4978,"Vista Linda",57647
4979,"Mara Country",57647
4980,"Charallave Country Club",57647
4981,"Los Anaucos",57647
4982,"Lomas de Santa Rosa",57647
4983,"Mata Linda",57647
4986,"La Estrella",57647
4988,"Vista Real",57647
4990,"Conjunto Residenciales",57647
4995,"Sector Centro",56700
5019,"Las Mesetas ",57110
5022,"El Romeral",57110
5027,"El  Conde",57110
5029,"Las Brisas",57110
5031,"Pueblo Nuevo Norte",57236
5040,"Pueblo Nuevo Sur",57236
5046,"Casco Central",57236
5047,"El Manantial ",57313
5048,"Sector El Palomar ",57596
5050,"El Junko ",56935
5053,"El Pedregal",57384
5054,"El Parral",57384
5057,"La Rotaria",57384
5058,"Casco Central",57384
5059,"Sector Oeste",57384
5061,"Zona Industrial I",57384
5063,"La Mata",57547
5064,"La Ribereña",57547
5065,"La Piedad Norte",57547
5072,"Las Américas",57293
5073,"Centro",57293
5079,"Pirineos",56826
5081,"Lagunetica",56631
5082,"El Junko Country Club",56935
5085,"Morro II",57480
5087,"Complejo Turístico El Morro",57480
5088,"Palaima",57009
5089,"Monteclaro",57009
5090,"San Miguel",57009
5091,"Santa María",57009
5092,"Sierra Maestra",57009
5111,"La Pradera",56667
5112,"Tipuro I",56667
5113,"Tipuro II",56667
5120,"Boca de Uchire",57120
5126,"Bosquemar",57429
5129,"El Torreón",57215
5132,"Pueblo de Guatire",57111
5134,"Hacienda Vega Arriba",57111
5135,"La Picola",57009
5137,"La Trinidad",57009
5140,"La Lagunita",56927
5143,"La Vega ",57110
5145,"Paracotos",56635
5166,"Centro",56631
5173,"El Country",56931
5178,"Vidoño",57269
5179,"Rio",57269
5180,"Colinas de Cúa",57110
5182,"El Maguey",57556
5183,"Sector Raúl Leoni",57009
5184,"Sector La Guadalupana",57009
5186,"Sector Los Haticos",57009
5187,"Nueva Barcelona ",57269
5188,"Tricentenaria ",57269
5189,"Zona Industrial Norte ",57009
5190,"Zona Industrial Sur",57009
5191,"Club de Campo",57390
5192,"Campo Claro ",57238
5193,"Sector Nueva Vía",57009
5194,"Sector 1ero de Mayo",57009
5195,"Valle de Oro",57347
5196,"El Moriche",57269
5197,"Terrazas del Puerto",57269
5198,"Las Villas",57480
5199,"Morro I",57480
5200,"Morro III",57480
5211,"Alto Barinas Norte",57272
5213,"Pueblo Viejo",57480
5214,"Las Palmeras",57480
5215,"Puerto Principe",57480
5216,"El Peñon",57480
5217,"Venezuela",57480
5218,"Rio Viejo",57480
5219,"Nuevos Teques",56631
5220,"Altos de Izcaragua ",57215
5221,"La Sabanita",57193
5222,"Los Proceres",57193
5223,"Andres Eloy Blanco",57193
5225,"Las Moreas",57193
5227,"Paseo Meneses",57193
5228,"Sector Germania",57193
5231,"Agua Salada",57193
5235,"Casco Historico",57193
5236,"Gira Luna",57193
5237,"Los Pomelos",57193
5247,"Jesus Soto",57193
5248,"Carialinda",57363
5249,"La Granja",57313
5251,"Terrazas de Bella Vista",57467
5258,"Yuma",57347
5261,"Bosque Verde",57111
5262,"Buena Vista",57111
5263,"El Rodeo",57111
5264,"Hacienda San Pedro",57111
5270,"Zona Industrial Terrinca",57111
5271,"Sector Negro Primero",57193
5273,"La Entrada",57363
5274,"La Granja",57363
5277,"San Rafael",57193
5281,"Sector Cruz Verde",57193
5282,"Sector Paseo Heres",57193
5283,"Sector 5 de Julio",57193
5287,"Vicente Emilio Sojo",57111
5294,"Barrio Padre Alfonzo",57313
5297,"San Blas",57313
5313,"Flor Amarillo",57313
5318,"Industrial Araguaney",57313
5319,"Industrial Municipal Sur",57313
5321,"Michelena",57313
5322,"Casco Central Valencia",57313
5325,"La Begoña",57363
5326,"Los Guayabitos",57363
5336,"Las Quintas de Naguanagua",57363
5337,"Palma Real",57363
5338,"El Rincón",57363
5341,"Ciudad Jardín Mañongo",57363
5343,"El Manantial",57363
5344,"Casco Central de Naguaguagua",57363
5345,"Tazajal",57363
5347,"Industrial Castillito",57347
5349,"Los Jarales",57347
5352,"La Esmeralda",57347
5354,"El Morro",57347
5355,"El Morro II",57347
5356,"Sansur",57347
5357,"Pueblo de San Diego",57347
5358,"El Remanso",57347
5359,"Monteserino",57347
5363,"Parqueserino",57347
5365,"La Cumaca",57347
5368,"Los Caobos",57313
5400,"Desarrollos Camburito",56683
5436,"Campo Claro",57293
5437,"Lumonty",57293
5439,"Los Próceres",57293
5440,"El Arenal",57293
5456,"Challet Ville",57215
5459,"L. Ruiz Pineda",57215
5464,"Los Girasoles",57215
5465,"Los Naranjos",57215
5466,"Mampote",57215
5468,"Terrazas de Mampote",57215
5471,"Buenaventura",57111
5472,"El Varillal",57009
5473,"Santa Bárbara",57110
5474,"Nueva Cúa",57110
5475,"Marín I",57110
5479,"Villa Falcón",57110
5506,"Centro",56826
5508,"Barrio Obrero",56826
5509,"La Concordia",56826
5511,"Altos de Paramillo",56826
5513,"Las Acacias",56826
5515,"Los Kioskos",56826
5521,"San Rafael de Cordero",56826
5522,"Caneyes ",56826
5524,"Santa Teresa",56826
5525,"Pueblo Nuevo",56826
5526,"Granjerías La Trinidad",57214
5530,"Centro",56782
5535,"Cayetano Redondo",56782
5546,"La Mora II",57558
5547,"Guaraimita",57558
5549,"Bosque Lindo",57158
5551,"Los Overos",57518
5556,"El Arroyo",57157
5557,"Manguito VII",57147
5573,"Puerto Encantado",57468
5574,"Agua Sal",57468
5575,"Ciudad Balneario",57468
5576,"Zona del Este",57468
5577,"Centro",57468
5585,"San Miguel",56667
5589,"Humboldt",57293
5590,"Camino de la Lagunita",57009
5599,"P. Francisco E. Bustamante",57009
5600,"Los Canales de Río Chico",57146
5602,"Valle de Chara",57647
5603,"C.C.C.T.",57481
5604,"Lomas de Monteclaro",57664
5607,"Sabaneta del Hatillo",57157
5608,"Parque Oripoto",57157
5609,"Altos de Villanueva",57157
5610,"La Hechicera",57293
5613,"Fundo Chuponal",57363
5614,"Alta Vista Norte",57360
5615,"Alta Vista Sur",57360
5616,"Centro Cívico",57360
5617,"Cambalache",57360
5618,"El Guamo",57360
5619,"La Cornisa",57360
5620,"Los Samanes",57360
5621,"Mendoza",57360
5622,"Villa Central",57360
5623,"Villa Naútica",57360
5625,"Yare Yare",57360
5626,"Sector Plaza de Toros",57009
5627,"Las Vistas",57009
5628,"Sector Milagro Norte",57009
5629,"El Deleite",57110
5633,"Ciudad Jardín",57519
5634,"Centro",57519
5636,"Centro",57518
5637,"San Pablo",57518
5640,"La Morita II",57517
5711,"Manaure",57349
5716,"Los Tres Platos",57349
5724,"Vista Hermosa",57558
5728,"El Centro",57558
5730,"La Otra Banda",57558
5731,"La Chapa",57558
5734,"Bolivar Norte",57558
5737,"Morichal",57558
5764,"La Casona",57158
5769,"Casco el Consejo",57158
5772,"Los Rastrojos",57547
5774,"Intercomunal Barqto. Cabudare",57547
5778,"La Morita I",57517
5783,"Curagua",57360
5789,"Centro de la Ciudad",57272
5797,"Las Minas",57390
5799,"San José de Los Altos",57663
5800,"El Picacho",57390
5803,"Colinas de La Tahona",57214
5804,"Río Caura",57360
5867,"El Encantado",57157
5868,"San José",57467
5869,"Potrerito",57390
5879,"Monte Alto",57214
5881,"La Morita",57390
5883,"Vista Linda",57468
5895,"Samanes de Betania",57647
5896,"El Tambor",56631
5899,"Camurí Grande",56940
5900,"Pan de Azúcar",57548
5901,"Villa Bolivia",57360
5906,"Monte Pino",57214
5908,"Terrazas de Atlántico",57360
5909,"Isla Dorada",57360
5924,"San Felipe",56957
5925,"Gran Mariscal",56766
5926,"Tres Picos",56766
5931,"San Luis",56766
5934,"Casco Histórico",56766
5935,"Ciudad Jardín",56766
5939,"Altos de Maneiro",57054
5940,"Apostadero",57054
5942,"Campeare",57054
5943,"Colinas de La Caranta ",57054
5947,"El Paraíso 1",57054
5948,"El Paraíso 2",57054
5950,"El Trocadero",57054
5951,"Fundación",57054
5954,"Los Olivos",57054
5955,"Los Robles",57054
5956,"Margarita Golf",57054
5957,"Nuevo Mundo",57054
5959,"Pampatar",57054
5965,"San Lorenzo",57054
5966,"Terrazas del Mar",57054
5967,"Vista Caribe",57054
5969,"Ciudad Cartón",57058
5970,"Doña Elisa",57058
5976,"Las Marites",57058
5978,"Loma Dorada",57058
5984,"San Francisco",57058
5999,"Centro",57059
6001,"Camino Hondo",57047
6002,"Centro",57047
6003,"Conuco Largo",57047
6005,"El Encanto",57047
6008,"Guatamare",57047
6011,"Las Piedras",57047
6014,"Valle Abajo",57047
6015,"Valle Alegre",57047
6019,"Ampliación Juan Griego",57056
6022,"Brisas de Juan Griego",57056
6023,"Centro",57056
6026,"El Palito",57056
6031,"La Vecindad",57056
6034,"Lomas de Juan Griego",57056
6036,"Los Millanes",57056
6039,"Pedregales",57056
6045,"Atamo Norte",57044
6046,"Atamo Sur",57044
6048,"Camoruco",57044
6049,"Casco Central",57044
6053,"Cocheima",57044
6054,"El Apecurero",57044
6060,"El Salao",57044
6061,"Guacuco",57044
6062,"Guarame",57044
6063,"Guatamare",57044
6065,"La Guarina",57044
6066,"La Otra Banda",57044
6069,"La Portada",57044
6074,"Palo Sano",57044
6076,"Salamanca",57044
6078,"Santa Isabel",57044
6079,"Valle Alto",57044
6088,"El Guamache",57061
6095,"Punta de Piedra",57061
6096,"Boquerón",57045
6099,"Carapache",57045
6102,"El Macho",57045
6105,"Fuentidueño",57045
6109,"Los Fermines",57045
6114,"San Juan",57045
6135,"La Rosaleda",57384
6136,"Los Cardones",57384
6137,"Nueva Segovia",57384
6140,"Barici",57384
6142,"Los Libertadores",57384
6144,"Colinas de Santa Rosa",57384
6146,"Del Este",57384
6155,"Rio Lama",57384
6156,"Monte Real",57384
6159,"Centro",57049
6163,"Las Gamboas",57049
6167,"Santa Ana",57049
6175,"El Paraiso",57547
6178,"La Montañita",57547
6204,"El Parque",57384
6206,"Ciudad Roca",57384
6211,"Colinas de Turbio",57384
6216,"Pueblo Nuevo",57384
6219,"El Cuji",57384
6225,"La Pomona",57009
6227,"Richmond",57009
6229,"Palmar Este",56932
6231,"Las Teodokildas",57360
6232,"Camino Real",57215
6233,"El Sotillo",57468
6234,"Caricar",57157
6235,"Arivana",57360
6236,"Las Mercedes de Paparo",57085
6237,"Las Mercedes de Paparo",57146
6238,"El Tiamo",57360
6239,"Sector la Democracia",57517
6240,"Las Peonias",57360
6241,"Villanueva del Hatillo",57157
6242,"Sector La Providecia",57518
6243,"Residencia La Estancia",56869
6244,"Ysamar Country Club",57046
6247,"El Soler",57026
6248,"Alto Caroni ",57360
6259,"Corinsa",57519
6260,"La Ciudadela",57519
6261,"Pradro de La Encrucijada",57519
6266,"Av. 19 de abril",56826
6268,"Av. Carabobo",56826
6269,"Zorca",56826
6270,"Tucapé",56826
6271,"Macarao",57467
6272,"Corinsa",57519
6273,"zona Industrial San Miguel",57517
6276,"Sector 18 de Octubre",57009
6282,"Ventuari",57360
6283,"Santa Gertrudis",57214
6287,"Andres Eloy Blanco",56995
6294,"Sector Barrio Libertad",56995
6295,"Sector Las Morochas",56995
6300,"Sector Carretera N",56995
6301,"Sector Casco Central",56995
6306,"San Benito",57032
6307,"Villa Rita",57032
6308,"Nueva Santa Rita.",57032
6309,"Sector Delicias Nuevas",56970
6312,"Sector Delicias Viejas",56970
6313,"Sector Tierra Negra",56970
6315,"Sector Las Cabillas",56970
6318,"Sector R-10",56970
6319,"Sector R-5",56970
6320,"Sector Las 5 Bocas",56970
6324,"Avenida los Agustinos",56826
6326,"Arjona",56826
